FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
141230;0000;;;10,5992;
141231;0000;;;3,34912;
150101;0000;;;2,268;
150102;0000;;;2,7327;
150103;0000;;;2,54816;
150104;0000;;;3,54875;
150105;0000;;;3,39658;
150106;0000;;;10,8913;
150107;0000;;;1,58325;
150108;0000;;;2,22356;
150109;0000;;;3,39237;
150110;0000;;;2,45137;
150111;0000;;;1,45912;
150112;0000;;;3,42462;
150113;0000;;;18,278;
150114;0000;;;0,964915;
150115;0000;;;0,651666;
150116;0000;;;7,01345;
150117;0000;;;7,93462;
150118;0000;;;8,46207;
150119;0000;;;13,9716;
150120;0000;;;8,94757;
150121;0000;;;7,34679;
150122;0000;;;6,65983;
150123;0000;;;8,50899;
150124;0000;;;;
150125;0000;;;17,7684;
150126;0000;;;13,3745;
150127;0000;;;19,5401;
150128;0000;;;10,3517;
150129;0000;;;7,90841;
150130;0000;;;11,0612;
150131;0000;;;12,9709;
150201;0000;;;11,8203;
150202;0000;;;9,4122;
150203;0000;;;15,5394;
150204;0000;;;5,92657;
150205;0000;;;6,85182;
150206;0000;;;5,61732;
150207;0000;;;6,47054;
150208;0000;;;6,04507;
150209;0000;;;7,77445;
150210;0000;;;12,8564;
150211;0000;;;7,3452;
150212;0000;;;9,25407;
150213;0000;;;7,11887;
150214;0000;;;6,97174;
150215;0000;;;8,55107;
150216;0000;;;7,06603;
150217;0000;;;13,8318;
150218;0000;;;7,09528;
150219;0000;;;8,17802;
150220;0000;;;8,08449;
150221;0000;;;9,49911;
150222;0000;;;9,3589;
150223;0000;;;8,15041;
150224;0000;;;13,1557;
150225;0000;;;11,3648;
150226;0000;;;7,50745;
150227;0000;;;13,7839;
150228;0000;;;11,1921;
150301;0000;;;9,77216;
150302;0000;;;16,1214;
150303;0000;;;13,0468;
150304;0000;;;5,96236;
150305;0000;;;8,03024;
150306;0000;;;5,07162;
150307;0000;;;4,32004;
150308;0000;;;15,4737;
150309;0000;;;7,92854;
150310;0000;;;13,465;
150311;0000;;;5,98387;
150312;0000;;;6,07341;
150313;0000;;;9,10016;
150314;0000;;;13,4135;
150315;0000;;;9,97424;
150316;0000;;;7,3412;
150317;0000;;;19,6085;
150318;0000;;;6,85666;
150319;0000;;;8,28265;
150320;0000;;;11,7133;
150321;0000;;;9,40356;
150322;0000;;;10,908;
150323;0000;;;15,2521;
150324;0000;;;21,0964;
150325;0000;;;15,8076;
150326;0000;;;8,27531;
150327;0000;;;15,7144;
150328;0000;;;10,8898;
150329;0000;;;13,1552;
150330;0000;;;16,8724;
150331;0000;;;16,7592;
150401;0000;;;9,06361;
150402;0000;;;14,3154;
150403;0000;;;8,45024;
150404;0000;;;8,86853;
